Gene_Id	Gene_desc	Box
Tb927.1.2070	expression site-associated gene 11 (ESAG11)  fragment	<input id="checkbox_Tb927.1.2070" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.1.2070">
Tb927.10.15790	CHCH domain containing protein  putative	<input id="checkbox_Tb927.10.15790" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.15790">
Tb11.0060	hypothetical protein	<input id="checkbox_Tb11.0060" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.0060">
Tb927.9.160	variant surface glycoprotein (VSG  atypical)  putative	<input id="checkbox_Tb927.9.160" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.160">
Tb927.1.5300	variant surface glycoprotein (VSG)  putative	<input id="checkbox_Tb927.1.5300" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.1.5300">
Tb927.10.4820	hypothetical protein  conserved	<input id="checkbox_Tb927.10.4820" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.4820">
Tb927.3.1310	hypothetical protein  conserved	<input id="checkbox_Tb927.3.1310" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.1310">
Tb09.v4.0035	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb09.v4.0035" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb09.v4.0035">
Tb927.7.2400	tyrosyl-tRNA synthetase  putative	<input id="checkbox_Tb927.7.2400" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.2400">
Tb927.10.4720	Ankyrin repeats (many copies)  putative	<input id="checkbox_Tb927.10.4720" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.4720">
Tb927.10.2490	glucose-6-phosphate 1-dehydrogenase	<input id="checkbox_Tb927.10.2490" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.2490">
Tb927.5.3680	GPI-GlcNAc transferase complex  PIG-H component  putative	<input id="checkbox_Tb927.5.3680" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.3680">
Tb08.27P2.60	hypothetical protein	<input id="checkbox_Tb08.27P2.60" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb08.27P2.60">
Tb927.11.5280	Mitochondrial ATP synthase subunit c-1	<input id="checkbox_Tb927.11.5280" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.5280">
Tb927.11.11270	conserved protein	<input id="checkbox_Tb927.11.11270" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.11270">
Tb927.9.1350	hypothetical protein  conserved	<input id="checkbox_Tb927.9.1350" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.1350">
Tb927.5.288b	ribulose-phosphate 3-epimerase  putative	<input id="checkbox_Tb927.5.288b" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.288b">
Tb11.v5.0222	NADH dehydrogenase [ubiquinone] flavoprotein 1  mitochondrial  putative	<input id="checkbox_Tb11.v5.0222" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0222">
Tb927.2.5540	hypothetical protein  conserved	<input id="checkbox_Tb927.2.5540" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.2.5540">
Tb927.4.5760	variant surface glycoprotein  degenerate	<input id="checkbox_Tb927.4.5760" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.5760">
Tb927.4.2560	cardiolipin synthetase	<input id="checkbox_Tb927.4.2560" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.2560">
Tb927.5.2630	hypothetical protein  conserved	<input id="checkbox_Tb927.5.2630" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.2630">
Tb927.9.15640	BARP protein	<input id="checkbox_Tb927.9.15640" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.15640">
Tb927.10.5480	60S ribosomal protein L24  putative	<input id="checkbox_Tb927.10.5480" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.5480">
Tb10.v4.0041	PUB domain containing protein  putative	<input id="checkbox_Tb10.v4.0041" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb10.v4.0041">
Tb927.1.4810	hypothetical protein  conserved (pseudogene)	<input id="checkbox_Tb927.1.4810" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.1.4810">
Tb927.3.5710	hypothetical protein  conserved	<input id="checkbox_Tb927.3.5710" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.5710">
Tb927.10.7970	Organic solute transporter Ostalpha  putative	<input id="checkbox_Tb927.10.7970" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.7970">
Tb927.5.570	hypothetical protein  conserved	<input id="checkbox_Tb927.5.570" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.570">
Tb927.6.5060	hypothetical protein  conserved	<input id="checkbox_Tb927.6.5060" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.5060">
Tb927.11.16940	MIZ/SP-RING zinc finger  putative	<input id="checkbox_Tb927.11.16940" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.16940">
Tb927.4.4490	multidrug resistance protein E	<input id="checkbox_Tb927.4.4490" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.4490">
Tb11.v5.0760	RNA polymerase III transcription factor (TF)IIIC subunit  putative	<input id="checkbox_Tb11.v5.0760" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0760">
Tb927.4.2530	hypothetical protein  conserved	<input id="checkbox_Tb927.4.2530" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.2530">
Tb927.10.8480	glucose transporter  putative	<input id="checkbox_Tb927.10.8480" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.8480">
Tb927.5.860	Selenoprotein T  putative	<input id="checkbox_Tb927.5.860" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.860">
Tb927.10.7440	ATP-dependent RNA helicase MTR4	<input id="checkbox_Tb927.10.7440" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.7440">
Tb927.10.9330	hypothetical protein  conserved	<input id="checkbox_Tb927.10.9330" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.9330">
Tb927.1.5170	variant surface glycoprotein (VSG)-related  putative	<input id="checkbox_Tb927.1.5170" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.1.5170">
Tb927.3.1080	Present in the outer mitochondrial membrane proteome 23	<input id="checkbox_Tb927.3.1080" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.1080">
Tb11.v5.0665	hypothetical protein  conserved	<input id="checkbox_Tb11.v5.0665" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0665">
Tb927.2.1680	peptidyl-prolyl cis-trans isomerase  putative	<input id="checkbox_Tb927.2.1680" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.2.1680">
Tb927.11.13700	Basal body protein	<input id="checkbox_Tb927.11.13700" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.13700">
Tb927.11.7160	cdc2-related kinase 8  putative	<input id="checkbox_Tb927.11.7160" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.7160">
Tb927.11.9720	40S ribosomal protein S27  putative	<input id="checkbox_Tb927.11.9720" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.9720">
Tb927.4.3250	ESAG11-related protein  putative	<input id="checkbox_Tb927.4.3250" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.3250">
Tb927.11.8480	DNA polymerase kappa  putative	<input id="checkbox_Tb927.11.8480" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.8480">
Tb927.2.4970	UV radiation resistance protein and autophagy-related subunit 14  putative	<input id="checkbox_Tb927.2.4970" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.2.4970">
Tb09.v4.0059	hypothetical protein	<input id="checkbox_Tb09.v4.0059" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb09.v4.0059">
Tb927.3.2830	brix domain containing protein  putative	<input id="checkbox_Tb927.3.2830" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.2830">
Tb11.v5.0567	retrotransposon hot spot (RHS) protein  putative	<input id="checkbox_Tb11.v5.0567" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0567">
Tb11.v5.0182	60S ribosomal protein L19  putative	<input id="checkbox_Tb11.v5.0182" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0182">
Tb927.9.940	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb927.9.940" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.940">
Tb927.10.3550	DNA repair helicase  putative	<input id="checkbox_Tb927.10.3550" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.3550">
Tb08.27P2.290	variant surface glycoprotein (VSG  atypical)  putative	<input id="checkbox_Tb08.27P2.290" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb08.27P2.290">
Tb927.9.180	expression site-associated gene 3 (ESAG3)  fragment	<input id="checkbox_Tb927.9.180" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.180">
Tb927.10.9350	hypothetical protein  conserved	<input id="checkbox_Tb927.10.9350" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.9350">
Tb927.10.15370	DNA-directed RNA polymerases I and III subunit RPAC1  putative	<input id="checkbox_Tb927.10.15370" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.15370">
Tb927.3.1470	variant surface glycoprotein (VSG)-related  putative	<input id="checkbox_Tb927.3.1470" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.1470">
Tb927.9.6570	hypothetical protein  conserved	<input id="checkbox_Tb927.9.6570" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.6570">
Tb927.4.4550	hypothetical protein  conserved	<input id="checkbox_Tb927.4.4550" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.4550">
Tb927.9.11810	membrane transporter protein  putative	<input id="checkbox_Tb927.9.11810" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.11810">
Tb927.10.11020	DNA mismatch repair protein MSH2  putative	<input id="checkbox_Tb927.10.11020" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.11020">
Tb927.10.13070	hypothetical protein  conserved	<input id="checkbox_Tb927.10.13070" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.13070">
Tb927.8.5300	hypothetical protein  conserved	<input id="checkbox_Tb927.8.5300" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.5300">
Tb11.v5.0249	protein kinase  putative	<input id="checkbox_Tb11.v5.0249" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0249">
Tb927.11.8880	tRNA threonylcarbamoyl adenosine modification protein  Sua5/YciO/YrdC/YwlC family  putative	<input id="checkbox_Tb927.11.8880" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.8880">
Tb927.4.5680	variant surface glycoprotein  degenerate	<input id="checkbox_Tb927.4.5680" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.5680">
Tb927.1.3750	hypothetical protein  conserved	<input id="checkbox_Tb927.1.3750" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.1.3750">
Tb927.4.3430	hypothetical protein  conserved	<input id="checkbox_Tb927.4.3430" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.3430">
Tb927.10.10440	mitochondrial carrier protein	<input id="checkbox_Tb927.10.10440" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.10440">
Tb11.v5.0744	phosphatidylinositol 3-kinase tor  putative	<input id="checkbox_Tb11.v5.0744" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0744">
Tb927.1.3550	hypothetical protein	<input id="checkbox_Tb927.1.3550" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.1.3550">
Tb11.v5.0127	variant surface protein (VSG)  putative	<input id="checkbox_Tb11.v5.0127" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0127">
Tb927.11.3480	Sin-like protein conserved region  putative	<input id="checkbox_Tb927.11.3480" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.3480">
Tb927.10.11870	Guide RNA binding complex protein 5	<input id="checkbox_Tb927.10.11870" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.11870">
Tb927.11.14920	hypothetical protein  conserved	<input id="checkbox_Tb927.11.14920" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.14920">
Tb927.7.7200	hypothetical protein  conserved	<input id="checkbox_Tb927.7.7200" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.7200">
Tb927.11.6950	hypothetical protein	<input id="checkbox_Tb927.11.6950" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.6950">
Tb927.8.1760	hypothetical protein	<input id="checkbox_Tb927.8.1760" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.1760">
Tb927.9.8190	hypothetical protein  conserved	<input id="checkbox_Tb927.9.8190" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.8190">
Tb927.3.2700	hypothetical protein  conserved	<input id="checkbox_Tb927.3.2700" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.2700">
Tb927.7.6430	hypothetical protein	<input id="checkbox_Tb927.7.6430" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.6430">
